,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
47,47,47,-0.0,N,-2147483648,2006-01-17,Buckingham Research Group,Not Provided,3,neutral,-0.0
48,48,48,-0.0,M,-2147483648,2005-02-16,Tradition Asiel Securities Inc.,12 month,5,buy,39.0
49,49,49,-0.0,M,-2147483648,2006-05-01,EVA Dimensions,Not Provided,5,buy,-0.0
50,50,50,-0.0,M,-2147483648,2006-04-27,Lazard Capital Markets,Not Provided,3,hold,-0.0
51,51,51,-0.0,M,-2147483648,2006-04-26,Prudential Equity Group Inc,Not Provided,3,neutral weight,38.0
52,52,52,-0.0,M,-2147483648,2006-04-20,UBS,12 month,3,neutral 1,39.0
53,53,53,-0.0,M,-2147483648,2006-03-28,Credit Suisse,12 month,3,neutral,38.0
54,54,54,-0.0,M,-2147483648,2006-03-22,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0
55,55,55,-0.0,U,-2147483648,2006-03-22,J.P. Morgan,Not Provided,3,neutral,-0.0
56,56,56,-0.0,M,-2147483648,2006-03-22,Barclays,Not Provided,3,equalwt/neutral,37.0
57,57,57,-0.0,U,-2147483648,2006-03-21,Cowen,Not Provided,3,neutral,-0.0
58,58,58,-0.0,M,-2147483648,2006-02-21,Morgan Keegan,Not Provided,3,market perform,-0.0
59,59,59,-0.0,N,-2147483648,2006-01-17,Buckingham Research Group,Not Provided,3,neutral,-0.0
60,60,60,-0.0,M,-2147483648,2005-02-16,Tradition Asiel Securities Inc.,12 month,5,buy,39.0
61,61,61,-0.0,M,-2147483648,2006-05-02,Cowen,Not Provided,3,neutral,-0.0
62,62,62,-0.0,M,-2147483648,2006-05-01,EVA Dimensions,Not Provided,5,buy,-0.0
63,63,63,-0.0,M,-2147483648,2006-04-27,Lazard Capital Markets,Not Provided,3,hold,-0.0
64,64,64,-0.0,M,-2147483648,2006-04-26,Prudential Equity Group Inc,Not Provided,3,neutral weight,38.0
65,65,65,-0.0,M,-2147483648,2006-04-20,UBS,12 month,3,neutral 1,39.0
66,66,66,-0.0,M,-2147483648,2006-03-28,Credit Suisse,12 month,3,neutral,38.0
67,67,67,-0.0,M,-2147483648,2006-03-22,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0
68,68,68,-0.0,U,-2147483648,2006-03-22,J.P. Morgan,Not Provided,3,neutral,-0.0
69,69,69,-0.0,M,-2147483648,2006-03-22,Barclays,Not Provided,3,equalwt/neutral,37.0
70,70,70,-0.0,M,-2147483648,2006-02-21,Morgan Keegan,Not Provided,3,market perform,-0.0
71,71,71,-0.0,N,-2147483648,2006-01-17,Buckingham Research Group,Not Provided,3,neutral,-0.0
72,72,72,-0.0,M,-2147483648,2005-02-16,Tradition Asiel Securities Inc.,12 month,5,buy,39.0
73,73,73,-0.0,M,-2147483648,2006-06-15,UBS,12 month,3,neutral 1,36.5
74,74,74,-0.0,M,-2147483648,2006-05-02,Cowen,Not Provided,3,neutral,-0.0
75,75,75,-0.0,M,-2147483648,2006-05-01,EVA Dimensions,Not Provided,5,buy,-0.0
76,76,76,-0.0,M,-2147483648,2006-04-27,Lazard Capital Markets,Not Provided,3,hold,-0.0
77,77,77,-0.0,M,-2147483648,2006-04-26,Prudential Equity Group Inc,Not Provided,3,neutral weight,38.0
78,78,78,-0.0,M,-2147483648,2006-03-28,Credit Suisse,12 month,3,neutral,38.0
79,79,79,-0.0,M,-2147483648,2006-03-22,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0
80,80,80,-0.0,U,-2147483648,2006-03-22,J.P. Morgan,Not Provided,3,neutral,-0.0
81,81,81,-0.0,M,-2147483648,2006-03-22,Barclays,Not Provided,3,equalwt/neutral,37.0
82,82,82,-0.0,M,-2147483648,2006-02-21,Morgan Keegan,Not Provided,3,market perform,-0.0
83,83,83,-0.0,N,-2147483648,2006-01-17,Buckingham Research Group,Not Provided,3,neutral,-0.0
84,84,84,-0.0,M,-2147483648,2005-02-16,Tradition Asiel Securities Inc.,12 month,5,buy,39.0
85,85,85,-0.0,M,-2147483648,2006-07-31,Cowen,Not Provided,3,neutral,-0.0
86,86,86,-0.0,M,-2147483648,2006-07-27,Morgan Keegan,Not Provided,3,market perform,-0.0
87,87,87,-0.0,M,-2147483648,2006-07-27,Credit Suisse,12 month,3,neutral,32.0
88,88,88,-0.0,M,-2147483648,2006-07-27,Lazard Capital Markets,Not Provided,3,hold,-0.0
89,89,89,-0.0,M,-2147483648,2006-07-27,Barclays,Not Provided,3,equalwt/neutral,32.0
90,90,90,-0.0,M,-2147483648,2006-07-26,Prudential Equity Group Inc,Not Provided,3,neutral weight,30.0
91,91,91,-0.0,M,-2147483648,2006-07-24,UBS,12 month,3,neutral 1,33.0
92,92,92,-0.0,M,-2147483648,2006-05-01,EVA Dimensions,Not Provided,5,buy,-0.0
93,93,93,-0.0,M,-2147483648,2006-03-22,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0
94,94,94,-0.0,U,-2147483648,2006-03-22,J.P. Morgan,Not Provided,3,neutral,-0.0
95,95,95,-0.0,N,-2147483648,2006-01-17,Buckingham Research Group,Not Provided,3,neutral,-0.0
96,96,96,-0.0,M,-2147483648,2005-02-16,Tradition Asiel Securities Inc.,12 month,5,buy,39.0
97,97,97,-0.0,M,-2147483648,2006-08-30,Lazard Capital Markets,Not Provided,3,hold,-0.0
98,98,98,-0.0,M,-2147483648,2006-08-18,Goldman Sachs,Not Provided,1,underperf/cautious,25.0
99,99,99,-0.0,U,-2147483648,2006-08-17,UBS,Not Provided,5,buy 1,36.0
100,100,100,-0.0,D,-2147483648,2006-08-16,Credit Suisse,12 month,1,underperform,26.0
101,101,101,-0.0,M,-2147483648,2006-08-16,Prudential Equity Group Inc,Not Provided,3,neutral weight,30.0
102,102,102,-0.0,M,-2147483648,2006-08-04,EVA Dimensions,Not Provided,5,buy,-0.0
103,103,103,-0.0,M,-2147483648,2006-07-31,Cowen,Not Provided,3,neutral,-0.0
104,104,104,-0.0,M,-2147483648,2006-07-27,Morgan Keegan,Not Provided,3,market perform,-0.0
105,105,105,-0.0,M,-2147483648,2006-07-27,Barclays,Not Provided,3,equalwt/neutral,32.0
106,106,106,-0.0,U,-2147483648,2006-03-22,J.P. Morgan,Not Provided,3,neutral,-0.0
107,107,107,-0.0,N,-2147483648,2006-01-17,Buckingham Research Group,Not Provided,3,neutral,-0.0
108,108,108,-0.0,M,-2147483648,2005-02-16,Tradition Asiel Securities Inc.,12 month,5,buy,39.0
109,109,109,-0.0,M,-2147483648,2006-08-30,Lazard Capital Markets,Not Provided,3,hold,-0.0
110,110,110,-0.0,M,-2147483648,2006-08-18,Goldman Sachs,Not Provided,1,underperf/cautious,25.0
111,111,111,-0.0,U,-2147483648,2006-08-17,UBS,Not Provided,5,buy 1,36.0
112,112,112,-0.0,D,-2147483648,2006-08-16,Credit Suisse,12 month,1,underperform,26.0
113,113,113,-0.0,M,-2147483648,2006-08-16,Prudential Equity Group Inc,Not Provided,3,neutral weight,30.0
114,114,114,-0.0,M,-2147483648,2006-08-04,EVA Dimensions,Not Provided,5,buy,-0.0
115,115,115,-0.0,M,-2147483648,2006-07-31,Cowen,Not Provided,3,neutral,-0.0
116,116,116,-0.0,M,-2147483648,2006-07-27,Morgan Keegan,Not Provided,3,market perform,-0.0
117,117,117,-0.0,M,-2147483648,2006-07-27,Barclays,Not Provided,3,equalwt/neutral,32.0
118,118,118,-0.0,U,-2147483648,2006-03-22,J.P. Morgan,Not Provided,3,neutral,-0.0
119,119,119,-0.0,N,-2147483648,2006-01-17,Buckingham Research Group,Not Provided,3,neutral,-0.0
120,120,120,-0.0,M,-2147483648,2005-02-16,Tradition Asiel Securities Inc.,12 month,5,buy,39.0
121,121,121,-0.0,M,-2147483648,2006-10-26,Morgan Keegan,Not Provided,1,underperform,-0.0
122,122,122,-0.0,M,-2147483648,2006-10-26,Credit Suisse,12 month,1,underperform,28.0
123,123,123,-0.0,M,-2147483648,2006-10-26,UBS,Not Provided,5,buy 1,37.0
124,124,124,-0.0,M,-2147483648,2006-10-26,Cowen,Not Provided,3,neutral,-0.0
125,125,125,-0.0,M,-2147483648,2006-10-26,EVA Dimensions,Not Provided,5,buy,-0.0
126,126,126,-0.0,M,-2147483648,2006-10-25,Lazard Capital Markets,Not Provided,3,hold,-0.0
127,127,127,-0.0,M,-2147483648,2006-10-25,Prudential Equity Group Inc,Not Provided,3,neutral weight,30.0
128,128,128,-0.0,M,-2147483648,2006-10-16,Goldman Sachs,Not Provided,1,Sell/Cautious,29.0
129,129,129,-0.0,M,-2147483648,2006-07-27,Barclays,Not Provided,3,equalwt/neutral,32.0
130,130,130,-0.0,U,-2147483648,2006-03-22,J.P. Morgan,Not Provided,3,neutral,-0.0
131,131,131,-0.0,N,-2147483648,2006-01-17,Buckingham Research Group,Not Provided,3,neutral,-0.0
132,132,132,-0.0,M,-2147483648,2005-02-16,Tradition Asiel Securities Inc.,12 month,5,buy,39.0
133,133,133,-0.0,N,-2147483648,2006-11-28,Morgan Stanley,12 month,1,Underwt/Cautious,28.0
134,134,134,-0.0,M,-2147483648,2006-11-16,UBS,Not Provided,5,buy 1,39.0
135,135,135,-0.0,M,-2147483648,2006-10-26,Morgan Keegan,Not Provided,1,underperform,-0.0
136,136,136,-0.0,M,-2147483648,2006-10-26,Credit Suisse,12 month,1,underperform,28.0
137,137,137,-0.0,M,-2147483648,2006-10-26,Cowen,Not Provided,3,neutral,-0.0
138,138,138,-0.0,M,-2147483648,2006-10-26,EVA Dimensions,Not Provided,5,buy,-0.0
139,139,139,-0.0,M,-2147483648,2006-10-25,Lazard Capital Markets,Not Provided,3,hold,-0.0
140,140,140,-0.0,M,-2147483648,2006-10-16,Goldman Sachs,Not Provided,1,Sell/Cautious,29.0
141,141,141,-0.0,M,-2147483648,2006-07-27,Barclays,Not Provided,3,equalwt/neutral,32.0
142,142,142,-0.0,U,-2147483648,2006-03-22,J.P. Morgan,Not Provided,3,neutral,-0.0
143,143,143,-0.0,N,-2147483648,2006-01-17,Buckingham Research Group,Not Provided,3,neutral,-0.0
144,144,144,-0.0,M,-2147483648,2005-02-16,Tradition Asiel Securities Inc.,12 month,5,buy,39.0
145,145,145,-0.0,M,-2147483648,2006-12-20,Barclays,Not Provided,3,equalwt/neutral,35.0
146,146,146,-0.0,N,-2147483648,2006-11-28,Morgan Stanley,12 month,1,Underwt/Cautious,28.0
147,147,147,-0.0,M,-2147483648,2006-11-16,UBS,Not Provided,5,buy 1,39.0
148,148,148,-0.0,M,-2147483648,2006-10-26,Morgan Keegan,Not Provided,1,underperform,-0.0
149,149,149,-0.0,M,-2147483648,2006-10-26,Credit Suisse,12 month,1,underperform,28.0
150,150,150,-0.0,M,-2147483648,2006-10-26,Cowen,Not Provided,3,neutral,-0.0
151,151,151,-0.0,M,-2147483648,2006-10-26,EVA Dimensions,Not Provided,5,buy,-0.0
152,152,152,-0.0,M,-2147483648,2006-10-25,Lazard Capital Markets,Not Provided,3,hold,-0.0
153,153,153,-0.0,M,-2147483648,2006-10-16,Goldman Sachs,Not Provided,1,Sell/Cautious,29.0
154,154,154,-0.0,U,-2147483648,2006-03-22,J.P. Morgan,Not Provided,3,neutral,-0.0
155,155,155,-0.0,N,-2147483648,2006-01-17,Buckingham Research Group,Not Provided,3,neutral,-0.0
156,156,156,-0.0,M,-2147483648,2005-02-16,Tradition Asiel Securities Inc.,12 month,5,buy,39.0
157,157,157,-0.0,R,-2147483648,2007-01-30,Morgan Keegan,Not Provided,1,underperform,-0.0
158,158,158,-0.0,M,-2147483648,2007-01-30,Morgan Stanley,12 month,1,Underwt/Cautious,25.0
159,159,159,-0.0,M,-2147483648,2007-01-30,UBS,Not Provided,5,buy 1,39.0
160,160,160,-0.0,M,-2147483648,2007-01-30,Lazard Capital Markets,Not Provided,3,hold,-0.0
161,161,161,-0.0,M,-2147483648,2007-01-29,EVA Dimensions,Not Provided,5,buy,-0.0
162,162,162,-0.0,M,-2147483648,2007-01-09,Cowen,Not Provided,3,neutral,-0.0
163,163,163,-0.0,M,-2147483648,2007-01-08,Goldman Sachs,Not Provided,1,Sell/Neutral,29.0
164,164,164,-0.0,M,-2147483648,2006-12-20,Barclays,Not Provided,3,equalwt/neutral,35.0
165,165,165,-0.0,M,-2147483648,2006-10-26,Credit Suisse,12 month,1,underperform,28.0
166,166,166,-0.0,U,-2147483648,2006-03-22,J.P. Morgan,Not Provided,3,neutral,-0.0
167,167,167,-0.0,N,-2147483648,2006-01-17,Buckingham Research Group,Not Provided,3,neutral,-0.0
168,168,168,-0.0,M,-2147483648,2005-02-16,Tradition Asiel Securities Inc.,12 month,5,buy,39.0
169,169,169,-0.0,R,-2147483648,2007-02-15,Morgan Keegan,Not Provided,1,underperform,-0.0
170,170,170,-0.0,M,-2147483648,2007-02-15,Credit Suisse,12 month,1,underperform,28.0
171,171,171,-0.0,M,-2147483648,2007-02-15,Lazard Capital Markets,Not Provided,3,hold,-0.0
172,172,172,-0.0,M,-2147483648,2007-02-14,Cowen,Not Provided,3,neutral,-0.0
173,173,173,-0.0,M,-2147483648,2007-02-08,UBS,Not Provided,5,buy 1,39.0
174,174,174,-0.0,M,-2147483648,2007-01-30,Morgan Stanley,12 month,1,Underwt/Cautious,25.0
175,175,175,-0.0,M,-2147483648,2007-01-29,EVA Dimensions,Not Provided,5,buy,-0.0
176,176,176,-0.0,M,-2147483648,2007-01-08,Goldman Sachs,Not Provided,1,Sell/Neutral,29.0
177,177,177,-0.0,M,-2147483648,2006-12-20,Barclays,Not Provided,3,equalwt/neutral,35.0
178,178,178,-0.0,U,-2147483648,2006-03-22,J.P. Morgan,Not Provided,3,neutral,-0.0
179,179,179,-0.0,N,-2147483648,2006-01-17,Buckingham Research Group,Not Provided,3,neutral,-0.0
180,180,180,-0.0,M,-2147483648,2005-02-16,Tradition Asiel Securities Inc.,12 month,5,buy,39.0
181,181,181,-0.0,R,-2147483648,2007-02-15,Morgan Keegan,Not Provided,1,underperform,-0.0
182,182,182,-0.0,M,-2147483648,2007-02-15,Credit Suisse,12 month,1,underperform,28.0
183,183,183,-0.0,M,-2147483648,2007-02-15,Lazard Capital Markets,Not Provided,3,hold,-0.0
184,184,184,-0.0,M,-2147483648,2007-02-14,Cowen,Not Provided,3,neutral,-0.0
185,185,185,-0.0,M,-2147483648,2007-02-08,UBS,Not Provided,5,buy 1,39.0
186,186,186,-0.0,M,-2147483648,2007-01-30,Morgan Stanley,12 month,1,Underwt/Cautious,25.0
187,187,187,-0.0,M,-2147483648,2007-01-29,EVA Dimensions,Not Provided,5,buy,-0.0
188,188,188,-0.0,M,-2147483648,2007-01-08,Goldman Sachs,Not Provided,1,Sell/Neutral,29.0
189,189,189,-0.0,M,-2147483648,2006-12-20,Barclays,Not Provided,3,equalwt/neutral,35.0
190,190,190,-0.0,U,-2147483648,2006-03-22,J.P. Morgan,Not Provided,3,neutral,-0.0
191,191,191,-0.0,N,-2147483648,2006-01-17,Buckingham Research Group,Not Provided,3,neutral,-0.0
192,192,192,-0.0,M,-2147483648,2005-02-16,Tradition Asiel Securities Inc.,12 month,5,buy,39.0
193,193,193,-0.0,M,-2147483648,2007-04-26,UBS,Not Provided,5,buy 1,39.0
194,194,194,-0.0,M,-2147483648,2007-04-13,Morgan Keegan,Not Provided,1,underperform,-0.0
195,195,195,-0.0,M,-2147483648,2007-02-15,Credit Suisse,12 month,1,underperform,28.0
196,196,196,-0.0,M,-2147483648,2007-02-15,Lazard Capital Markets,Not Provided,3,hold,-0.0
197,197,197,-0.0,M,-2147483648,2007-01-30,Morgan Stanley,12 month,1,Underwt/Cautious,25.0
198,198,198,-0.0,M,-2147483648,2007-01-08,Goldman Sachs,Not Provided,1,Sell/Neutral,29.0
199,199,199,-0.0,M,-2147483648,2006-12-20,Barclays,Not Provided,3,equalwt/neutral,35.0
200,200,200,-0.0,U,-2147483648,2006-03-22,J.P. Morgan,Not Provided,3,neutral,-0.0
201,201,201,-0.0,N,-2147483648,2006-01-17,Buckingham Research Group,Not Provided,3,neutral,-0.0
202,202,202,-0.0,M,-2147483648,2005-02-16,Tradition Asiel Securities Inc.,12 month,5,buy,39.0
203,203,203,-0.0,M,-2147483648,2007-05-17,EVA Dimensions,Not Provided,5,buy,-0.0
204,204,204,-0.0,U,-2147483648,2007-05-09,Morgan Keegan,Not Provided,3,market perform,-0.0
205,205,205,-0.0,M,-2147483648,2007-05-03,Goldman Sachs,Not Provided,1,Sell/Neutral,27.0
206,206,206,-0.0,M,-2147483648,2007-05-03,Credit Suisse,12 month,1,underperform,28.0
207,207,207,-0.0,M,-2147483648,2007-05-02,UBS,Not Provided,5,buy 1,41.0
208,208,208,-0.0,M,-2147483648,2007-05-02,Lazard Capital Markets,Not Provided,3,hold,-0.0
209,209,209,-0.0,M,-2147483648,2007-01-30,Morgan Stanley,12 month,1,Underwt/Cautious,25.0
210,210,210,-0.0,M,-2147483648,2006-12-20,Barclays,Not Provided,3,equalwt/neutral,35.0
211,211,211,-0.0,U,-2147483648,2006-03-22,J.P. Morgan,Not Provided,3,neutral,-0.0
212,212,212,-0.0,N,-2147483648,2006-01-17,Buckingham Research Group,Not Provided,3,neutral,-0.0
213,213,213,-0.0,M,-2147483648,2005-02-16,Tradition Asiel Securities Inc.,12 month,5,buy,39.0
214,214,214,-0.0,M,-2147483648,2007-06-25,Morgan Keegan,Not Provided,3,market perform,-0.0
215,215,215,-0.0,M,-2147483648,2007-06-25,UBS,Not Provided,5,buy 1,41.0
216,216,216,-0.0,M,-2147483648,2007-06-25,Lazard Capital Markets,Not Provided,3,hold,-0.0
217,217,217,-0.0,M,-2147483648,2007-05-17,EVA Dimensions,Not Provided,5,buy,-0.0
218,218,218,-0.0,M,-2147483648,2007-05-03,Credit Suisse,12 month,1,underperform,28.0
219,219,219,-0.0,M,-2147483648,2007-01-30,Morgan Stanley,12 month,1,Underwt/Cautious,25.0
220,220,220,-0.0,M,-2147483648,2006-12-20,Barclays,Not Provided,3,equalwt/neutral,35.0
221,221,221,-0.0,U,-2147483648,2006-03-22,J.P. Morgan,Not Provided,3,neutral,-0.0
222,222,222,-0.0,N,-2147483648,2006-01-17,Buckingham Research Group,Not Provided,3,neutral,-0.0
223,223,223,-0.0,M,-2147483648,2005-02-16,Tradition Asiel Securities Inc.,12 month,5,buy,39.0
224,224,224,-0.0,M,-2147483648,2007-08-01,UBS,Not Provided,5,buy,30.0
225,225,225,-0.0,M,-2147483648,2007-08-01,Lazard Capital Markets,Not Provided,3,hold,-0.0
226,226,226,-0.0,D,-2147483648,2007-07-31,EVA Dimensions,Not Provided,3,hold,-0.0
227,227,227,-0.0,M,-2147483648,2007-07-25,Morgan Keegan,Not Provided,3,market perform,-0.0
228,228,228,-0.0,M,-2147483648,2007-05-03,Credit Suisse,12 month,1,underperform,28.0
229,229,229,-0.0,M,-2147483648,2007-01-30,Morgan Stanley,12 month,1,Underwt/Cautious,25.0
230,230,230,-0.0,M,-2147483648,2006-12-20,Barclays,Not Provided,3,equalwt/neutral,35.0
231,231,231,-0.0,U,-2147483648,2006-03-22,J.P. Morgan,Not Provided,3,neutral,-0.0
232,232,232,-0.0,N,-2147483648,2006-01-17,Buckingham Research Group,Not Provided,3,neutral,-0.0
233,233,233,-0.0,M,-2147483648,2007-08-03,Credit Suisse,12 month,1,underperform,20.0
234,234,234,-0.0,M,-2147483648,2007-08-02,Morgan Stanley,12 month,3,Equalwt/Cautious,25.0
235,235,235,-0.0,M,-2147483648,2007-08-02,Barclays,Not Provided,3,equalwt/neutral,25.0
236,236,236,-0.0,M,-2147483648,2007-08-01,UBS,Not Provided,5,buy,30.0
237,237,237,-0.0,M,-2147483648,2007-08-01,Lazard Capital Markets,Not Provided,3,hold,-0.0
238,238,238,-0.0,D,-2147483648,2007-07-31,EVA Dimensions,Not Provided,3,hold,-0.0
239,239,239,-0.0,M,-2147483648,2007-07-25,Morgan Keegan,Not Provided,3,market perform,-0.0
240,240,240,-0.0,U,-2147483648,2006-03-22,J.P. Morgan,Not Provided,3,neutral,-0.0
241,241,241,-0.0,N,-2147483648,2006-01-17,Buckingham Research Group,Not Provided,3,neutral,-0.0
242,242,242,-0.0,M,-2147483648,2007-09-25,EVA Dimensions,Not Provided,3,hold,-0.0
243,243,243,-0.0,M,-2147483648,2007-09-20,Morgan Stanley,12 month,3,Equalwt/Cautious,25.0
244,244,244,-0.0,M,-2147483648,2007-09-13,Buckingham Research Group,Not Provided,3,neutral,-0.0
245,245,245,-0.0,M,-2147483648,2007-09-07,J.P. Morgan,Not Provided,3,neutral,-0.0
246,246,246,-0.0,M,-2147483648,2007-08-03,Credit Suisse,12 month,1,underperform,20.0
247,247,247,-0.0,M,-2147483648,2007-08-02,Barclays,Not Provided,3,equalwt/neutral,25.0
248,248,248,-0.0,M,-2147483648,2007-08-01,UBS,Not Provided,5,buy,30.0
249,249,249,-0.0,M,-2147483648,2007-08-01,Lazard Capital Markets,Not Provided,3,hold,-0.0
250,250,250,-0.0,M,-2147483648,2007-07-25,Morgan Keegan,Not Provided,3,market perform,-0.0
251,251,251,-0.0,M,-2147483648,2007-11-01,J.P. Morgan,Not Provided,3,neutral,-0.0
252,252,252,-0.0,M,-2147483648,2007-11-01,Buckingham Research Group,Not Provided,3,neutral,-0.0
253,253,253,-0.0,M,-2147483648,2007-11-01,Lazard Capital Markets,Not Provided,3,hold,-0.0
254,254,254,-0.0,M,-2147483648,2007-10-31,Morgan Keegan,Not Provided,3,market perform,-0.0
255,255,255,-0.0,M,-2147483648,2007-10-31,Credit Suisse,12 month,1,underperform,17.0
256,256,256,-0.0,M,-2147483648,2007-10-29,UBS,12 month,5,buy,30.0
257,257,257,-0.0,N,-2147483648,2007-10-11,Imperial Capital LLC,Not Provided,5,buy,31.0
258,258,258,-0.0,M,-2147483648,2007-09-25,EVA Dimensions,Not Provided,3,hold,-0.0
259,259,259,-0.0,M,-2147483648,2007-09-20,Morgan Stanley,12 month,3,Equalwt/Cautious,25.0
260,260,260,-0.0,M,-2147483648,2007-08-02,Barclays,Not Provided,3,equalwt/neutral,25.0
261,261,261,-0.0,M,-2147483648,2007-11-30,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0
262,262,262,-0.0,D,-2147483648,2007-11-07,Morgan Stanley,12 month,1,Underwt/Cautious,17.0
263,263,263,-0.0,M,-2147483648,2007-11-01,J.P. Morgan,Not Provided,3,neutral,-0.0
264,264,264,-0.0,M,-2147483648,2007-11-01,Buckingham Research Group,Not Provided,3,neutral,-0.0
265,265,265,-0.0,M,-2147483648,2007-11-01,Lazard Capital Markets,Not Provided,3,hold,-0.0
266,266,266,-0.0,M,-2147483648,2007-10-31,Morgan Keegan,Not Provided,3,market perform,-0.0
